name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Patriot Viper Venom RGB 32 GB,1699.8,"5,6000","2,16",2.656,Black / White,12.0,36.0
Timetec PINNACLE Konduit 16 GB,679.8,"4,3600","2,8",2.124,White,10.0,18.0
Patriot Viper 4 Blackout 64 GB,24077.19,"4,3000","2,32",18.81,Black,10.667,16.0
Crucial CT64G4YFQ426S 64 GB,12999.0,"4,2666","1,64",10.155,Green / Black,14.254,19.0
G.Skill Ripjaws S5 64 GB,3859.8,"5,6000","2,32",3.015,Black,10.0,30.0
Corsair Vengeance RGB 32 GB,2439.79,"5,5600","2,16",3.812,Black / Gray,14.286,40.0
Crucial Ballistix 16 GB,,"4,3200","2,8",,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 32 GB,1799.8,"5,6400","2,16",2.812,White,12.5,40.0
Crucial CT64G56C46U5 64 GB,3139.8,"5,5600","1,64",2.453,Black,16.429,46.0
TEAMGROUP T-Force DELTAα RGB 16 GB,1399.8,"5,6000","2,8",4.374,White,12.667,38.0
G.Skill Ripjaws V 32 GB,1999.8,"4,4000","2,16",3.125,Black,9.0,18.0
TEAMGROUP T-Force Delta RGB 64 GB,3699.8,"5,6000","2,32",2.89,Black,12.667,38.0
Klevv KD5AGU880-56K300F 32 GB,1619.6,"5,5600","2,16",2.531,White,10.714,30.0
Crucial CT8G48C40U5 8 GB,499.6,"5,4800","1,8",3.123,Black,16.667,40.0
Acer Predator Vesta II RGB 32 GB,2876.0,"5,6000","2,16",4.494,Black,10.0,30.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,1359.8,"4,3600","2,16",2.125,Black,10.0,18.0
Kingston FURY Beast RGB 32 GB,3201.0,"4,3600","2,16",5.002,Black,10.0,18.0
TEAMGROUP T-Force Delta RGB 32 GB,2499.79,"5,6000","2,16",3.906,Black,9.333,28.0
Corsair Vengeance 96 GB,7099.8,"5,6000","2,48",3.698,Black,10.0,30.0
Lexar Ares RGB 32 GB,2359.79,"5,6400","2,16",3.687,Black / Silver,10.0,32.0
G.Skill Flare X5 128 GB,7999.8,"5,6000","2,64",3.125,Black,11.333,34.0
Crucial Pro 96 GB,4199.8,"5,5600","2,48",2.187,Black,16.429,46.0
Corsair Vengeance RGB Pro 16 GB,2079.79,"4,3600","2,8",6.499,Black,10.0,18.0
G.Skill Trident Z5 RGB 96 GB,6799.8,"5,6800","2,48",3.542,Black,10.0,34.0
PNY XLR8 16 GB,639.79,"4,3200","2,8",1.999,Black / Red,10.0,16.0
Corsair Vengeance 64 GB,,"5,6800","2,32",,Black / Gray,9.412,32.0
Patriot Viper Steel 16 GB,1039.8,"4,3600","2,8",3.249,Silver / Black,9.444,17.0
Crucial CT2K8G4DFS824A 16 GB,627.0,"4,2400","2,8",1.959,Green / Black,14.167,17.0
Kingston FURY Beast RGB 64 GB,9920.2,"5,6400","2,32",7.75,Black,10.0,32.0
TEAMGROUP T-Force Delta RGB 16 GB,999.8,"4,3200","2,8",3.124,White,10.0,16.0
TEAMGROUP T-Create Expert 48 GB,2919.8,"5,6400","2,24",3.041,Black / Gold,10.0,32.0
Crucial Classic 8 GB,439.79,"5,5600","1,8",2.749,Black,16.429,46.0
Corsair Vengeance LPX 256 GB,14075.0,"4,3200","8,32",2.749,Black / Yellow,10.0,16.0
Crucial CT8G4DFRA32A 8 GB,514.4,"4,3200","1,8",3.215,Green,13.75,22.0
G.Skill Trident Z5 Neo RGB 64 GB,6999.8,"5,6000","2,32",5.469,White / Black,8.667,26.0
Klevv CRAS V RGB 32 GB,,"5,6000","2,16",,Black,10.0,30.0
G.Skill Trident Z RGB 32 GB,1580.0,"4,3200","4,8",2.469,Black,10.0,16.0
GOODRAM IRDM 32 GB,,"5,6000","2,16",,Black,10.0,30.0
Patriot Viper 3 16 GB,519.79,"3,1866","2,8",1.624,Black / Silver,10.718,10.0
Patriot Viper Venom 32 GB,1899.8,"5,6000","1,32",2.968,Black / White,10.0,30.0
Corsair Dominator Titanium 64 GB,7559.8,"5,6400","4,16",5.906,White,10.0,32.0
Corsair Dominator Platinum RGB 32 GB,3459.8,"5,6200","2,16",5.406,Black,11.613,36.0
TEAMGROUP T-Create Expert 64 GB,3619.8,"5,6400","2,32",2.828,Black,10.625,34.0
G.Skill Trident Z5 Royal Neo RGB 64 GB,,"5,6000","2,32",,Silver,8.667,26.0
TEAMGROUP Elite 16 GB,979.8,"4,3200","1,16",3.062,Black,13.75,22.0
TEAMGROUP T-Force Delta RGB 32 GB,1859.8,"5,6000","2,16",2.906,White,12.667,38.0
Corsair Vengeance LPX 32 GB,1619.0,"4,3200","2,16",2.53,Black / Yellow,10.0,16.0
Crucial Ballistix MAX 16 GB,19900.0,"4,5100","2,8",62.188,Black,7.451,19.0
G.Skill Ripjaws S5 64 GB,3799.8,"5,5600","2,32",2.969,Black,10.0,28.0
G.Skill Trident Z5 Royal Neo RGB 96 GB,8999.79,"5,6000","2,48",4.687,Gold,9.333,28.0
Crucial CT2K16G56C46U5 32 GB,1559.6,"5,5600","2,16",2.437,Black,16.429,46.0
TEAMGROUP T-Create Expert 32 GB,1319.6,"4,3600","2,16",2.062,Gray,10.0,18.0
Corsair Vengeance LPX 128 GB,6318.0,"4,3200","4,32",2.468,Black / Yellow,10.0,16.0
G.Skill Trident Z5 RGB 32 GB,2859.8,"5,7600","2,16",4.468,Black,9.474,36.0
Klevv FIT V 32 GB,,"5,6000","2,16",,Black,10.0,30.0
Corsair Vengeance LPX 32 GB,2399.79,"4,2133","2,16",3.75,Black / Yellow,12.189,13.0
Samsung M378A2K43CB1-CTD 16 GB,580.0,"4,2666","1,16",1.812,Green / Black,14.254,19.0
Kingston FURY Beast 32 GB,2591.6,"5,6000","2,16",4.049,White,10.0,30.0
G.Skill Trident Z5 RGB 48 GB,5199.8,"5,8400","2,24",5.416,White,9.524,40.0
Corsair Vengeance RGB 32 GB,2059.79,"5,5200","2,16",3.218,Black,15.385,40.0
G.Skill Ripjaws S5 64 GB,4859.8,"5,6800","2,32",3.797,Black,10.0,34.0
Patriot Viper Venom 16 GB,1079.8,"5,5600","2,8",3.374,Black / White,14.286,40.0
ADATA XPG SPECTRIX D35G RGB 32 GB,1999.8,"4,3200","2,16",3.125,Black,10.0,16.0
Kingston HyperX Fury 32 GB,,"4,3200","2,16",,Black,10.0,16.0
G.Skill Trident Z5 Royal Neo RGB 32 GB,2999.8,"5,6400","2,16",4.687,Silver,9.375,30.0
G.Skill Trident Z5 RGB 32 GB,3299.8,"5,8000","2,16",5.156,Black,9.5,38.0
G.Skill Ripjaws M5 Neo RGB 32 GB,1899.8,"5,6000","2,16",2.968,White,12.0,36.0
Corsair Dominator Titanium 64 GB,6399.8,"5,6000","2,32",5.0,Black,10.0,30.0
G.Skill Trident Z5 RGB 64 GB,4399.8,"5,6000","2,32",3.437,Black,10.0,30.0
Samsung M378A1K43CB2-CRC 8 GB,461.6,"4,2400","1,8",2.885,Green,14.167,17.0
Kingston Server Premier 64 GB,4599.8,"4,3200","1,64",3.594,,13.75,22.0
G.Skill Flare X5 32 GB,2559.79,"5,6000","2,16",4.0,White,9.333,28.0
Corsair Vengeance 64 GB,4379.8,"5,5600","4,16",3.422,Black,12.857,36.0
Kingston FURY Beast 16 GB,1467.2,"5,6000","2,8",4.585,Black / Silver,12.0,36.0
G.Skill Trident Z5 Neo RGB 32 GB,2799.8,"5,6000","2,16",4.375,Silver / Black,10.0,30.0
Corsair Vengeance 32 GB,2099.79,"5,6400","2,16",3.281,Black,11.25,36.0
G.Skill Trident Z5 Neo RGB 64 GB,5099.8,"5,6000","2,32",3.984,White / Black,9.333,28.0
Kingston FURY Beast RGB 64 GB,10476.4,"5,6400","2,32",8.185,White,10.0,32.0
TEAMGROUP T-Force Delta RGB 32 GB,2499.79,"5,6000","2,16",3.906,White,9.333,28.0
G.Skill Ripjaws M5 RGB 48 GB,2199.79,"5,5200","2,24",2.291,White,15.385,40.0
Corsair Vengeance 64 GB,5700.0,"5,6600","2,32",4.453,Black / Gray,9.697,32.0
Corsair Vengeance LPX 16 GB,919.8,"4,3200","2,8",2.874,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 32 GB,,"4,3600","2,16",,White,10.0,18.0
G.Skill Ripjaws S5 32 GB,2199.79,"5,6000","2,16",3.437,White,10.0,30.0
TEAMGROUP T-Create Expert 64 GB,3619.8,"5,6400","2,32",2.828,White,10.625,34.0
Corsair Vengeance LPX 16 GB,959.8,"4,2666","2,8",2.999,Black / Yellow,12.003,16.0
Corsair Dominator Titanium 64 GB,7559.8,"5,6400","4,16",5.906,Black,10.0,32.0
G.Skill Flare X5 64 GB,4699.8,"5,6000","2,32",3.672,White,9.333,28.0
Patriot Viper Steel 64 GB,2537.19,"4,3200","2,32",1.982,Gray,10.0,16.0
G.Skill Ripjaws M5 RGB 96 GB,3599.8,"5,5200","2,48",1.875,Black,15.385,40.0
Corsair Vengeance 16 GB,1179.59,"5,5200","1,16",3.686,Black,15.385,40.0
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6000","2,16",3.75,Black,10.0,30.0
Kingston FURY Beast RGB 16 GB,1120.0,"4,3600","2,8",3.5,Black,9.444,17.0
G.Skill Ripjaws M5 Neo RGB 32 GB,1779.6,"5,6000","2,16",2.781,Black,12.0,36.0
Corsair Vengeance 16 GB,1519.6,"3,1600","2,8",4.749,Black / Yellow,11.25,9.0
Corsair Vengeance RGB 32 GB,2399.79,"5,6400","2,16",3.75,White / Black,11.25,36.0
G.Skill Trident Z RGB 128 GB,6599.8,"4,3600","4,32",2.578,Black,10.0,18.0
Kingston FURY Beast 32 GB,2980.0,"4,3600","2,16",4.656,Black,10.0,18.0
G.Skill Trident Z RGB 32 GB,1799.8,"4,4000","2,16",2.812,Black,9.0,18.0
TEAMGROUP T-Create Classic 32 GB,1099.8,"4,3200","2,16",1.718,Silver,13.75,22.0
Kingston FURY 128 GB,8559.79,"5,5600","4,32",3.344,White,14.286,40.0
TEAMGROUP T-Force Delta RGB 32 GB,2399.79,"5,7200","2,16",3.75,Black / White,9.444,34.0
PNY XLR8 Gaming RGB 32 GB,1799.8,"5,6400","2,16",2.812,Black,11.25,36.0
TEAMGROUP T-Create Expert 32 GB,1459.8,"5,5600","2,16",2.281,Black / Gold,13.571,38.0
Kingston FURY Beast 32 GB,2039.8,"5,5600","2,16",3.187,Black,14.286,40.0
G.Skill Ripjaws V 8 GB,1399.6,"4,2400","1,8",8.748,Red,12.5,15.0
G.Skill Trident Z RGB 96 GB,6999.8,"5,6400","2,48",3.646,Black,10.0,32.0
Corsair Vengeance LPX 16 GB,1799.8,"4,3200","2,8",5.624,White,10.0,16.0
Crucial CT16G56C46U5 16 GB,819.8,"5,5600","1,16",2.562,Black,16.429,46.0
TEAMGROUP T-Force Vulcan 32 GB,1599.8,"5,5200","2,16",2.5,Black,15.385,40.0
G.Skill Trident Z5 Neo 128 GB,8399.79,"5,6000","2,64",3.281,Black,11.333,34.0
Patriot Viper Xtreme 5 48 GB,3339.8,"5,8200","2,24",3.479,Black,9.268,38.0
Crucial CT16G4DFRA32A 16 GB,1034.59,"4,3200","1,16",3.233,Green,13.75,22.0
Corsair Vengeance RGB Pro 64 GB,19707.4,"4,3200","4,16",15.396,Black,10.0,16.0
Patriot Signature 8 GB,379.6,"3,1600","1,8",2.373,Black / Green,13.75,11.0
G.Skill Ripjaws S5 64 GB,4599.8,"5,6400","2,32",3.594,Black,10.0,32.0
Patriot Viper Steel 32 GB,1299.8,"4,3600","2,16",2.031,Silver / Black,10.0,18.0
Kingston FURY Beast 16 GB,1115.8,"5,5200","2,8",3.487,Black / Silver,13.846,36.0
Crucial CT2K32G48C40U5 64 GB,3379.8,"5,4800","2,32",2.64,Black,16.667,40.0
Corsair Vengeance RGB 32 GB,2299.79,"5,5600","2,16",3.593,Black / Gray,14.286,40.0
G.Skill Trident Z RGB 256 GB,13861.0,"4,3600","8,32",2.707,,8.889,16.0
TEAMGROUP T-Create Expert 32 GB,1639.8,"5,5600","2,16",2.562,White,13.571,38.0
G.Skill Trident Z RGB 128 GB,9288.6,"4,4000","4,32",3.628,Black,9.0,18.0
Patriot Viper Venom 64 GB,2999.8,"5,5600","2,32",2.344,Black / White,12.857,36.0
PNY XLR8 16 GB,659.8,"4,3600","2,8",2.062,Black,10.0,18.0
Corsair Vengeance RGB Pro 64 GB,10220.0,"4,3200","2,32",7.984,Black,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,3459.8,"5,6200","2,16",5.406,White,11.613,36.0
TEAMGROUP T-Force DELTAα RGB 16 GB,1559.8,"5,6000","2,8",4.874,Black,12.667,38.0
G.Skill Trident Z5 Royal 48 GB,5959.8,"5,8400","2,24",6.208,Gold,9.524,40.0
ADATA XPG Lancer Blade RGB 32 GB,,"5,6000","2,16",,White,10.0,30.0
G.Skill Trident Z5 Neo RGB 32 GB,1999.8,"5,6000","2,16",3.125,Black,12.0,36.0
OLOy MD4U083016BJDA 16 GB,699.8,"4,3000","2,8",2.187,Black,10.667,16.0
Kingston FURY Beast RGB 32 GB,2754.6,"5,5600","2,16",4.304,Black,12.857,36.0
G.Skill Trident Z Neo 16 GB,1299.6,"4,3600","2,8",4.061,Black / Silver,8.889,16.0
Corsair Vengeance 32 GB,,"5,5600","2,16",,Black,12.857,36.0
Kingston FURY Beast RGB 16 GB,1453.8,"5,5600","2,8",4.543,Black,14.286,40.0
G.Skill Trident Z5 Neo RGB 32 GB,2739.8,"5,6400","2,16",4.281,Black,9.375,30.0
TEAMGROUP T-Force Delta RGB 16 GB,939.8,"4,3200","2,8",2.937,Black,10.0,16.0
G.Skill Trident Z5 Neo RGB 32 GB,2799.8,"5,6000","2,16",4.375,Silver / Black,9.333,28.0
Silicon Power XPOWER Storm RGB 32 GB,1679.8,"5,6000","2,16",2.625,Gray,12.0,36.0
Corsair Vengeance RGB 32 GB,,"5,6000","2,16",,White,12.0,36.0
TEAMGROUP T-Create Expert 16 GB,819.8,"4,3600","2,8",2.562,Gray,10.0,18.0
TEAMGROUP T-Force Vulcan 16 GB,,"5,6000","2,8",,Black,12.667,38.0
Kingston FURY Beast RGB 16 GB,1579.6,"5,6000","2,8",4.936,Black,10.0,30.0
G.Skill Ripjaws S5 32 GB,2099.79,"5,6000","2,16",3.281,Black,10.0,30.0
TEAMGROUP T-Create Expert 32 GB,1799.8,"5,6400","2,16",2.812,White,10.0,32.0
Corsair Dominator Titanium 48 GB,5179.8,"5,7600","2,24",5.396,Black,9.474,36.0
Patriot Viper Venom 32 GB,1799.8,"5,6200","2,16",2.812,Black / White,12.903,40.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,879.8,"4,3200","2,8",2.749,Black,10.0,16.0
Corsair Vengeance RGB Pro SL 32 GB,2199.79,"4,3600","2,16",3.437,Black,10.0,18.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,3399.8,"5,6000","2,32",2.656,Black,10.0,30.0
Corsair Vengeance 32 GB,1939.8,"5,5200","2,16",3.031,White,15.385,40.0
G.Skill Trident Z RGB 256 GB,17980.0,"4,2666","8,32",3.512,Black,13.503,18.0
Kingston FURY Beast 16 GB,980.0,"4,3600","2,8",3.062,Black,9.444,17.0
Corsair Vengeance RGB RT 256 GB,,"4,3600","8,32",,Black,10.0,18.0
Corsair Vengeance 32 GB,1659.8,"5,5200","1,32",2.593,Black,15.385,40.0
TEAMGROUP T-Force Delta RGB 32 GB,1859.8,"5,6000","2,16",2.906,Black,12.667,38.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,799.4,"4,3600","2,8",2.498,Black,10.0,18.0
ADATA XPG SPECTRIX D50 16 GB,1399.6,"4,3200","2,8",4.374,White,10.0,16.0
Crucial CT32G56C46U5 32 GB,1405.8,"5,5600","1,32",2.197,Black,16.429,46.0
G.Skill Ripjaws X 16 GB,739.8,"3,1600","2,8",2.312,Black / Red,12.5,10.0
G.Skill Trident Z5 Neo RGB 48 GB,3599.8,"5,6400","2,24",3.75,Black,10.0,32.0
G.Skill Ripjaws M5 RGB 64 GB,4299.8,"5,6000","2,32",3.359,White,10.0,30.0
Kingston FURY Beast 64 GB,4060.0,"5,5600","2,32",3.172,Black,12.857,36.0
Kingston FURY Beast 16 GB,999.8,"5,5200","1,16",3.124,Black / Silver,15.385,40.0
Corsair Vengeance LPX 32 GB,2199.79,"4,3600","4,8",3.437,Black / Yellow,10.0,18.0
Crucial Pro 48 GB,2479.79,"5,6000","2,24",2.583,Black,16.0,48.0
TEAMGROUP T-Force Vulcan 32 GB,1889.8,"5,6400","2,16",2.953,Black / Silver,10.0,32.0
TEAMGROUP Elite 32 GB,,"4,2666","2,16",,Black,14.254,19.0
G.Skill Ripjaws V 64 GB,3159.8,"4,3600","2,32",2.469,Black,10.0,18.0
Netac Shadow II 32 GB,,"4,3200","2,16",,Black,10.0,16.0
Crucial CT2K16G4DFRA32A 32 GB,1999.8,"4,3200","2,16",3.125,Green / Black,13.75,22.0
Kingston FURY Beast 32 GB,2623.8,"5,6000","2,16",4.1,Black,10.0,30.0
TEAMGROUP T-Force Vulcan Z 16 GB,1180.0,"4,3200","2,8",3.688,Red,10.0,16.0
Patriot Viper Steel 16 GB,879.59,"4,3200","2,8",,Silver / Black,10.0,16.0
G.Skill Trident Z Royal 32 GB,1999.8,"4,3600","2,16",3.125,Silver,10.556,19.0
G.Skill Ripjaws S5 96 GB,6199.8,"5,6800","2,48",3.229,Black,10.0,34.0
G.Skill Trident Z5 Royal 96 GB,6399.8,"5,6400","2,48",3.333,Silver,10.0,32.0
G.Skill Trident Z5 Neo RGB 64 GB,3399.8,"5,6000","2,32",2.656,Black,12.0,36.0
G.Skill Flare X5 32 GB,1699.8,"5,5600","2,16",2.656,Black,12.857,36.0
Corsair Vengeance LPX 16 GB,1408.0,"4,2133","2,8",4.4,Black / Yellow,12.189,13.0
Corsair Vengeance RGB 32 GB,2819.8,"5,6200","2,16",4.406,White,11.613,36.0
Corsair Vengeance RGB 32 GB,2534.19,"5,7200","2,16",3.96,Black,9.444,34.0
Corsair Vengeance RGB Pro 64 GB,,"4,3600","2,32",,Black,10.0,18.0
TEAMGROUP Elite Plus 16 GB,839.8,"5,6000","1,16",2.624,Black,13.333,40.0
Corsair Dominator Titanium 96 GB,9419.79,"5,6400","4,24",4.906,Black,10.0,32.0
TEAMGROUP T-Create Expert 48 GB,2799.8,"5,6400","2,24",2.916,White,10.0,32.0
Timetec PINNACLE Konduit 16 GB,,"4,3600","1,16",,Black,10.0,18.0
G.Skill Ripjaws V 16 GB,859.8,"4,3200","1,16",2.687,Black,10.0,16.0
G.Skill Trident Z5 Neo RGB 32 GB,3299.8,"5,8000","2,16",5.156,Black,9.5,38.0
Patriot Viper Elite 5 RGB 16 GB,959.8,"5,6000","1,16",2.999,White,14.0,42.0
V-Color TRA564G60D436O 512 GB,74749.79,"5,6000","8,64",7.3,Black,12.0,36.0
G.Skill Trident Z5 Neo RGB 64 GB,4999.8,"5,6000","2,32",3.906,Silver / Black,10.0,30.0
Corsair Dominator Platinum RGB 64 GB,6399.8,"5,6800","2,32",5.0,Black,11.765,40.0
Corsair Dominator Titanium 48 GB,5039.8,"5,7200","2,24",5.25,White,10.0,36.0
G.Skill Ripjaws V 64 GB,3199.8,"4,3200","4,16",2.5,Black,10.0,16.0
G.Skill Ripjaws M5 RGB 64 GB,4599.8,"5,6400","2,32",3.594,White,10.0,32.0
OLOy MD4U083216BJDA 16 GB,899.8,"4,3200","2,8",,Black,10.0,16.0
Kingston FURY Beast 64 GB,4912.6,"5,6000","2,32",3.838,White,10.0,30.0
Corsair Vengeance RGB Pro 32 GB,2079.79,"4,3600","2,16",3.25,Black,10.0,18.0
Corsair Vengeance RGB 48 GB,3799.8,"5,6000","2,24",3.958,Black / Gray,10.0,30.0
TEAMGROUP T-Create Expert 48 GB,3379.8,"5,7200","2,24",3.521,Black,9.444,34.0
Kingston FURY Beast 32 GB,2279.79,"5,5200","2,16",3.562,Black,13.846,36.0
G.Skill Ripjaws M5 Neo RGB 96 GB,6199.8,"5,6000","2,48",3.229,White,10.0,30.0
Corsair Vengeance RGB 96 GB,7179.8,"5,6600","2,48",3.739,Black / Silver,9.697,32.0
Silicon Power XPOWER Turbine 32 GB,,"4,3200","2,16",,Blue,10.0,16.0
G.Skill Trident Z5 RGB 64 GB,4799.8,"5,6400","2,32",3.75,White / Black,10.0,32.0
Lexar THOR 32 GB,,"4,3600","2,16",,White,10.0,18.0
Corsair Vengeance LPX 16 GB,1479.6,"4,2400","2,8",4.624,Black / Yellow,13.333,16.0
G.Skill Ripjaws 4 8 GB,,"4,2400","1,8",,Black / Green,12.5,15.0
Crucial CT32G48C40U5 32 GB,1399.6,"5,4800","1,32",2.187,Black,16.667,40.0
TEAMGROUP T-Force Vulcan Eco 32 GB,1939.8,"5,6000","2,16",3.031,Silver,10.0,30.0
G.Skill Aegis 16 GB,679.8,"4,3200","1,16",2.124,Red / Black,10.0,16.0
Corsair Vengeance 64 GB,3259.8,"5,5200","2,32",2.547,White,15.385,40.0
TEAMGROUP T-Force Delta RGB 32 GB,2599.8,"5,7200","2,16",4.062,White / Gray,9.444,34.0
Corsair Dominator Titanium 32 GB,4319.8,"5,7200","2,16",6.75,Black,9.444,34.0
Kingston Server Premier 32 GB,3174.4,"4,3200","1,32",4.96,,13.75,22.0
Klevv CRAS V RGB 32 GB,,"5,6000","2,16",,White,10.0,30.0
ADATA XPG LANCER RGB 32 GB,2999.8,"5,6400","2,16",4.687,White,10.0,32.0
G.Skill Aegis 8 GB,552.79,"4,3200","1,8",3.455,Red / Black,10.0,16.0
Corsair Vengeance 64 GB,3819.8,"5,6000","2,32",2.984,Black,12.667,38.0
G.Skill Trident Z5 Royal Neo RGB 32 GB,3599.8,"5,8000","2,16",5.625,Silver,9.5,38.0
TEAMGROUP T-Force Vulcan Z 16 GB,779.8,"4,3600","2,8",2.437,Red,10.0,18.0
Corsair Vengeance 32 GB,2219.79,"5,6000","2,16",3.468,White,12.0,36.0
G.Skill Ripjaws M5 RGB 64 GB,4299.8,"5,6000","2,32",3.359,Black,10.0,30.0
Corsair Dominator Titanium 32 GB,3599.8,"5,7200","2,16",5.625,White,9.444,34.0
Timetec PINNACLE Konduit RGB 32 GB,,"4,3200","2,16",,White,10.0,16.0
Kingston FURY Beast 16 GB,1793.0,"5,6000","1,16",5.603,Black,10.0,30.0
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Black / Silver,10.718,10.0
Corsair Vengeance LPX 64 GB,3599.8,"4,3200","4,16",2.812,Black / Yellow,10.0,16.0
Corsair Vengeance RGB 64 GB,6359.8,"5,6600","4,16",4.969,Black / Gray,9.697,32.0
G.Skill F5-6000J3636F32GX2-FX5 64 GB,3099.8,"5,6000","2,32",2.422,Black,12.0,36.0
Kingston HyperX Fury 16 GB,,"4,2666","2,8",,Black,12.003,16.0
Crucial Ballistix 1 GB,,"2,1066","1,1",,Green,9.381,5.0
G.Skill Trident Z5 Neo RGB 32 GB,2699.8,"5,6400","2,16",4.218,White,9.375,30.0
G.Skill Trident Z5 RGB 32 GB,2199.79,"5,5600","2,16",3.437,Black,10.0,28.0
Kingston FURY Beast 64 GB,5199.8,"5,6400","2,32",4.062,Black,10.0,32.0
Patriot Viper Elite II 32 GB,1899.8,"4,4000","2,16",2.968,Red / Black,10.0,20.0
G.Skill Trident Z Neo 64 GB,4299.8,"4,3600","4,16",3.359,Black / Silver,8.889,16.0
Kingston HyperX Fury 8 GB,,"4,3200","1,8",,Black / Silver,11.25,18.0
Corsair Vengeance RGB 64 GB,5199.8,"5,6000","2,32",4.062,White / Gray,10.0,30.0
TEAMGROUP T-Force Vulcan 16 GB,1059.8,"5,5200","2,8",3.312,Black,15.385,40.0
Corsair Vengeance 96 GB,4919.8,"5,5600","2,48",2.562,Black,14.286,40.0
Lexar Ares RGB 2nd Gen 32 GB,,"5,6000","2,16",,Black,8.667,26.0
Corsair Vengeance 32 GB,2299.79,"5,6400","2,16",3.593,Black / Gray,10.0,32.0
Corsair Vengeance RGB 64 GB,5399.8,"5,6600","2,32",4.219,Black / Gray,9.697,32.0
Corsair Dominator Titanium 32 GB,3799.8,"5,6600","2,16",5.937,Black,9.697,32.0
G.Skill Trident Z RGB 32 GB,1959.8,"4,3600","2,16",3.062,Black,8.889,16.0
G.Skill Trident Z RGB 64 GB,3399.8,"4,4000","2,32",2.656,Black,9.0,18.0
Silicon Power XPOWER Zenith RGB Gaming 32 GB,1459.6,"4,3600","2,16",2.281,Black,10.0,18.0
G.Skill Trident Z5 Royal Neo RGB 32 GB,3599.8,"5,6000","2,16",5.625,Gold,9.333,28.0
Crucial CT4K32G4LFQ4213 128 GB,,"4,2133","4,32",,Black / Green,14.065,15.0
Corsair Vengeance 64 GB,5999.8,"5,6600","4,16",4.687,Black / Gray,9.697,32.0
G.Skill Trident Z5 RGB 64 GB,3399.8,"5,6000","2,32",2.656,White / Black,12.0,36.0
Silicon Power XPOWER Storm RGB 32 GB,1999.4,"5,7200","2,16",3.124,Black,9.444,34.0
G.Skill Ripjaws X 8 GB,650.4,"3,1600","2,4",4.065,Black / Red,11.25,9.0
Corsair Vengeance RGB RS 16 GB,1659.8,"4,3200","2,8",5.187,Black / Gray,10.0,16.0
Patriot Viper Venom 64 GB,2899.8,"5,5200","2,32",2.265,Black / White,15.385,40.0
Corsair Vengeance LPX 32 GB,2007.2,"4,3200","4,8",3.136,Black / Yellow,10.0,16.0
Timetec PINNACLE Konduit 8 GB,359.79,"4,3600","1,8",2.249,White,10.0,18.0
G.Skill Flare X5 256 GB,15599.8,"5,6000","4,64",3.047,Black,12.0,36.0
Corsair Vengeance 32 GB,1939.8,"5,5200","2,16",3.031,Gray,15.385,40.0
Crucial Ballistix 16 GB,,"4,3600","2,8",,Black,8.889,16.0
Corsair Dominator Platinum RGB 32 GB,3439.8,"5,6000","2,16",5.375,Black,10.0,30.0
ADATA XPG GAMMIX D30 16 GB,,"4,3200","2,8",,Silver / Black,10.0,16.0
Crucial Pro 48 GB,2101.6,"5,5600","2,24",2.189,Black,16.429,46.0
TEAMGROUP T-Create Expert 96 GB,5839.8,"5,6400","2,48",3.042,White,10.0,32.0
Corsair Vengeance 96 GB,5719.8,"5,5600","4,24",2.979,Black / Silver,14.286,40.0
Corsair Vengeance 32 GB,2299.79,"5,6000","2,16",3.593,Gray,12.0,36.0
ADATA XPG GAMMIX D10 16 GB,,"4,3000","2,8",,Black / White,10.667,16.0
Silicon Power SP032GBLVU480F22 32 GB,,"5,4800","2,16",,,16.667,40.0
Patriot Viper Xtreme 5 RGB 48 GB,3379.6,"5,8000","2,24",3.52,Black,9.5,38.0
Kingston FURY Beast 64 GB,2999.8,"4,3200","2,32",2.344,Black / Silver,10.0,16.0
Patriot Signature Line 8 GB,559.6,"5,4800","1,8",3.498,Black,16.667,40.0
G.Skill Ripjaws M5 RGB 48 GB,2199.79,"5,5200","2,24",2.291,Black,15.385,40.0
TEAMGROUP T-Force Delta RGB 16 GB,1559.8,"5,6000","2,8",4.874,Black,12.667,38.0
Patriot Viper Venom 32 GB,,"5,6800","2,16",,Black / White,10.0,34.0
KingBank SharpBlade 32 GB,,"5,6000","2,16",,Black,12.0,36.0
G.Skill Trident Z5 RGB 32 GB,3099.8,"5,7800","2,16",4.843,Black,9.231,36.0
G.Skill Aegis 8 GB,547.6,"4,3000","1,8",3.422,Black / Red,10.667,16.0
Corsair VS2GB1333D3 G 2 GB,,"3,1333","1,2",,Black / White,13.503,9.0
TEAMGROUP T-Create Expert 32 GB,1619.8,"5,5600","2,16",2.531,Black / Gold,13.571,38.0
Patriot Viper Elite II 16 GB,999.8,"4,4000","2,8",3.124,Red / Black,10.0,20.0
